<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
VTBR;D;02/04/20;000000;0.0327700;0.0329950;0.0311750;0.0321750;83184070000
VTBR;D;03/04/20;000000;0.0320050;0.0326000;0.0318250;0.0320800;69309390000
VTBR;D;06/04/20;000000;0.0324900;0.0338600;0.0323700;0.0336700;84868050000
VTBR;D;07/04/20;000000;0.0341500;0.0352000;0.0340250;0.0343700;129032250000
VTBR;D;08/04/20;000000;0.0343650;0.0350000;0.0339200;0.0350000;62722120000
VTBR;D;09/04/20;000000;0.0356050;0.0369400;0.0353750;0.0364000;125950670000
VTBR;D;10/04/20;000000;0.0361850;0.0367800;0.0355000;0.0365900;62996750000
VTBR;D;13/04/20;000000;0.0365750;0.0371250;0.0358150;0.0359000;70116100000
VTBR;D;14/04/20;000000;0.0363950;0.0364500;0.0351950;0.0354150;57912060000
VTBR;D;15/04/20;000000;0.0351800;0.0351850;0.0331750;0.0332400;89742280000
VTBR;D;16/04/20;000000;0.0334800;0.0344650;0.0327000;0.0340000;86952190000
VTBR;D;17/04/20;000000;0.0347100;0.0348000;0.0340000;0.0343000;40286650000
VTBR;D;20/04/20;000000;0.0339650;0.0342750;0.0336000;0.0338050;40542490000
VTBR;D;21/04/20;000000;0.0333700;0.0333800;0.0326400;0.0331000;60464150000
VTBR;D;22/04/20;000000;0.0329500;0.0341700;0.0327100;0.0340000;55576810000
VTBR;D;23/04/20;000000;0.0342500;0.0344550;0.0338200;0.0342700;43508690000
VTBR;D;24/04/20;000000;0.0341000;0.0341600;0.0336000;0.0337050;35686840000
VTBR;D;27/04/20;000000;0.0337000;0.0340850;0.0336500;0.0339000;22749440000
VTBR;D;28/04/20;000000;0.0338850;0.0350000;0.0337850;0.0345000;56778970000
VTBR;D;29/04/20;000000;0.0347600;0.0352300;0.0346500;0.0351950;38753190000
VTBR;D;30/04/20;000000;0.0355750;0.0358350;0.0347600;0.0349000;44041730000
VTBR;D;04/05/20;000000;0.0345100;0.0351000;0.0341050;0.0348600;32714550000
VTBR;D;05/05/20;000000;0.0352750;0.0356550;0.0351600;0.0354750;29856620000
VTBR;D;06/05/20;000000;0.0355000;0.0358950;0.0353050;0.0353100;33129280000
VTBR;D;07/05/20;000000;0.0354500;0.0359400;0.0353750;0.0355300;26792360000
VTBR;D;08/05/20;000000;0.0356000;0.0357850;0.0350500;0.0353750;26986470000
VTBR;D;12/05/20;000000;0.0353300;0.0355100;0.0351000;0.0351850;20374090000
VTBR;D;13/05/20;000000;0.0350000;0.0350400;0.0342050;0.0342050;34569480000
VTBR;D;14/05/20;000000;0.0340750;0.0345000;0.0339150;0.0343100;28864910000
VTBR;D;15/05/20;000000;0.0346250;0.0348500;0.0342150;0.0342150;21619720000
VTBR;D;18/05/20;000000;0.0346200;0.0350450;0.0345000;0.0349900;25496610000
VTBR;D;19/05/20;000000;0.0351000;0.0354300;0.0346700;0.0348300;30033630000
VTBR;D;20/05/20;000000;0.0348000;0.0352350;0.0346300;0.0352100;27873100000
VTBR;D;21/05/20;000000;0.0352550;0.0354200;0.0347850;0.0349600;34177320000
VTBR;D;22/05/20;000000;0.0347750;0.0348800;0.0345300;0.0346700;21206430000
VTBR;D;25/05/20;000000;0.0348150;0.0350900;0.0348050;0.0350050;11932470000
VTBR;D;26/05/20;000000;0.0351900;0.0355700;0.0350600;0.0351000;28543630000
VTBR;D;27/05/20;000000;0.0351000;0.0356500;0.0350500;0.0353900;36400330000
VTBR;D;28/05/20;000000;0.0355500;0.0360600;0.0354100;0.0359700;39963010000
VTBR;D;29/05/20;000000;0.0359000;0.0363100;0.0353000;0.0363100;41072440000
VTBR;D;01/06/20;000000;0.0364050;0.0367300;0.0362700;0.0366400;38301540000
VTBR;D;02/06/20;000000;0.0367350;0.0371750;0.0366500;0.0371750;46020940000
VTBR;D;03/06/20;000000;0.0372700;0.0379800;0.0372500;0.0379800;45821200000
VTBR;D;04/06/20;000000;0.0378700;0.0379000;0.0368000;0.0371500;48002870000
VTBR;D;05/06/20;000000;0.0373000;0.0376750;0.0371900;0.0375950;31381340000
VTBR;D;08/06/20;000000;0.0377300;0.0379450;0.0374000;0.0376950;36921150000
VTBR;D;09/06/20;000000;0.0377900;0.0378350;0.0371650;0.0377000;27758990000
VTBR;D;10/06/20;000000;0.0377600;0.0378150;0.0373650;0.0375800;22753260000
VTBR;D;11/06/20;000000;0.0372650;0.0372800;0.0364400;0.0367450;36661530000
VTBR;D;15/06/20;000000;0.0361950;0.0370500;0.0358300;0.0368450;28560320000
VTBR;D;16/06/20;000000;0.0371950;0.0374300;0.0368000;0.0368800;25708320000
VTBR;D;17/06/20;000000;0.0369250;0.0371600;0.0364500;0.0365000;24835730000
VTBR;D;18/06/20;000000;0.0364300;0.0364950;0.0358300;0.0359000;32640430000
VTBR;D;19/06/20;000000;0.0361250;0.0363500;0.0352550;0.0352550;53947500000
VTBR;D;22/06/20;000000;0.0353950;0.0357500;0.0352300;0.0355650;36179420000
VTBR;D;23/06/20;000000;0.0355550;0.0358800;0.0354300;0.0355400;20508930000
VTBR;D;25/06/20;000000;0.0351100;0.0356000;0.0349750;0.0356000;26235290000
VTBR;D;26/06/20;000000;0.0355650;0.0357000;0.0350400;0.0351500;19429490000
VTBR;D;29/06/20;000000;0.0351550;0.0355100;0.0348450;0.0354850;19382180000
VTBR;D;30/06/20;000000;0.0354300;0.0355500;0.0349200;0.0350500;21450170000
VTBR;D;02/07/20;000000;0.0351400;0.0355800;0.0351350;0.0354100;21507650000
VTBR;D;03/07/20;000000;0.0355200;0.0356950;0.0353800;0.0356700;16942550000
VTBR;D;06/07/20;000000;0.0359700;0.0361600;0.0358000;0.0360800;25440740000
VTBR;D;07/07/20;000000;0.0359850;0.0360000;0.0356550;0.0357350;21093550000
VTBR;D;08/07/20;000000;0.0357200;0.0357500;0.0352750;0.0355100;28613630000
VTBR;D;09/07/20;000000;0.0355650;0.0355850;0.0350000;0.0351750;25468430000
VTBR;D;10/07/20;000000;0.0349900;0.0352550;0.0348600;0.0352350;21485760000
VTBR;D;13/07/20;000000;0.0353600;0.0353950;0.0349550;0.0350000;21728000000
VTBR;D;14/07/20;000000;0.0350300;0.0350550;0.0341800;0.0349150;37297990000
VTBR;D;15/07/20;000000;0.0350000;0.0350550;0.0347400;0.0349950;20337630000
VTBR;D;16/07/20;000000;0.0348150;0.0349400;0.0346250;0.0348100;14515890000
VTBR;D;17/07/20;000000;0.0348200;0.0348800;0.0346050;0.0348000;15439030000
VTBR;D;20/07/20;000000;0.0347850;0.0371350;0.0346500;0.0371000;107887740000
VTBR;D;21/07/20;000000;0.0371550;0.0387200;0.0371550;0.0380700;140223870000
VTBR;D;22/07/20;000000;0.0380000;0.0383500;0.0375200;0.0378900;50315350000
VTBR;D;23/07/20;000000;0.0381250;0.0382050;0.0371600;0.0374650;37834310000
VTBR;D;24/07/20;000000;0.0374900;0.0380250;0.0371200;0.0379500;29316980000
